"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyIPercent","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID","scaled_IMPACT","scaled_OCCURRENCE","scaled_X1","scaled_X2","scaled_Y1","scaled_Y2","scaled_uncertainty_X","scaled_uncertainty_Y","scaled_uncertainty_XY","scaled_uncertainty_AREA","scaled_uncertainty_PERIMETER","scaled_uncertainty_middle_X","scaled_uncertainty_middle_Y"
"101",346,346,139367,14,3,4,"46.25","45.25","58.25","48.75",48,12,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",185,233,181,195,"Grid43",3,3,3,3,FALSE,TRUE,NA,48,14,12,3.5,672,124,62,209,188,3,3,"Grid33",50,70,46.25,58.25,45.25,48.75,12,3.5,15.5,42,31,52.25,47
"103",346,346,139369,13,3,3,"46.25","46","55.75","49.75",36,9,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",185,223,184,199,"Grid33",3,3,3,3,TRUE,TRUE,NA,38,15,9.5,3.75,570,106,53,204,191.5,3,3,"Grid33",50,50,46.25,55.75,46,49.75,9.5,3.75,13.25,35.625,26.5,51,47.875
"107",346,346,139373,11,3,4,"59.25","73.75","64","76.5",48,12,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",237,256,295,306,"Grid43",3,4,4,4,TRUE,TRUE,NA,19,11,4.75,2.75,209,60,30,246.5,300.5,4,4,"Grid44",50,70,59.25,64,73.75,76.5,4.75,2.75,7.5,13.0625,15,61.625,75.125
"109",346,346,139375,21,2,3,"49.75","45","55.5","50.5",24,6,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",199,222,180,202,"Grid32",3,3,3,3,TRUE,FALSE,NA,23,22,5.75,5.5,506,90,45,210.5,191,3,3,"Grid33",30,50,49.75,55.5,45,50.5,5.75,5.5,11.25,31.625,22.5,52.625,47.75
"111",346,346,139377,13,3,5,"70","11.75","77.5","15.5",60,15,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",280,310,47,62,"Grid53",4,4,1,1,FALSE,FALSE,NA,30,15,7.5,3.75,450,90,45,295,54.5,4,1,"Grid14",50,90,70,77.5,11.75,15.5,7.5,3.75,11.25,28.125,22.5,73.75,13.625
"117",346,346,139383,9,4,4,"85.75","88.25","89.75","93",64,16,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",343,359,353,372,"Grid44",5,5,5,5,FALSE,FALSE,NA,16,19,4,4.75,304,70,35,351,362.5,5,5,"Grid55",70,70,85.75,89.75,88.25,93,4,4.75,8.75,19,17.5,87.75,90.625
"119",346,346,139385,14,3,3,"78.25","49.5","84.75","54.75",36,9,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",313,339,198,219,"Grid33",4,5,3,3,TRUE,FALSE,NA,26,21,6.5,5.25,546,94,47,326,208.5,5,3,"Grid35",50,50,78.25,84.75,49.5,54.75,6.5,5.25,11.75,34.125,23.5,81.5,52.125
"197",41,41,139463,38,5,3,"86","48.25","100","100",60,15,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",344,400,193,400,"Grid35",5,5,3,5,TRUE,TRUE,NA,56,207,14,51.75,11592,526,263,372,296.5,5,4,"Grid45",90,50,86,100,48.25,100,14,51.75,65.75,724.5,131.5,93,74.125
"199",41,41,139465,13,5,4,"86.25","26.25","100","100",80,20,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",345,400,105,400,"Grid45",5,5,2,5,TRUE,TRUE,NA,55,295,13.75,73.75,16225,700,350,372.5,252.5,5,4,"Grid45",90,70,86.25,100,26.25,100,13.75,73.75,87.5,1014.0625,175,93.125,63.125
"201",41,41,139467,23,4,4,"54.75","40.75","73.75","79.5",64,16,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",219,295,163,318,"Grid44",3,4,3,4,TRUE,TRUE,NA,76,155,19,38.75,11780,462,231,257,240.5,4,4,"Grid44",70,70,54.75,73.75,40.75,79.5,19,38.75,57.75,736.25,115.5,64.25,60.125
"203",41,41,139469,18,3,3,"44.75","87.25","64.5","97.5",36,9,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","",179,258,349,390,"Grid33",3,4,5,5,FALSE,TRUE,NA,79,41,19.75,10.25,3239,240,120,218.5,369.5,3,5,"Grid53",50,50,44.75,64.5,87.25,97.5,19.75,10.25,30,202.4375,60,54.625,92.375
"205",41,41,139471,22,5,2,"50.25","35.25","58.25","59",40,10,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","",201,233,141,236,"Grid25",3,3,2,3,TRUE,FALSE,NA,32,95,8,23.75,3040,254,127,217,188.5,3,3,"Grid33",90,30,50.25,58.25,35.25,59,8,23.75,31.75,190,63.5,54.25,47.125
"207",41,41,139473,18,5,2,"52.25","14.75","100","50",40,10,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",209,400,59,200,"Grid25",3,5,1,3,TRUE,TRUE,NA,191,141,47.75,35.25,26931,664,332,304.5,129.5,4,2,"Grid24",90,30,52.25,100,14.75,50,47.75,35.25,83,1683.1875,166,76.125,32.375
"209",41,41,139475,34,3,4,"50","39.5","65.5","88",48,12,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",200,262,158,352,"Grid43",3,4,2,5,TRUE,TRUE,NA,62,194,15.5,48.5,12028,512,256,231,255,3,4,"Grid43",50,70,50,65.5,39.5,88,15.5,48.5,64,751.75,128,57.75,63.75
"211",41,41,139477,16,3,3,"33.25","18.25","45.25","60.25",36,9,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",133,181,73,241,"Grid33",2,3,1,4,TRUE,TRUE,NA,48,168,12,42,8064,432,216,157,157,2,2,"Grid22",50,50,33.25,45.25,18.25,60.25,12,42,54,504,108,39.25,39.25
"213",41,41,139479,36,4,3,"59.25","32.25","100","54.75",48,12,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","Projektverzögerung",237,400,129,219,"Grid34",3,5,2,3,TRUE,TRUE,NA,163,90,40.75,22.5,14670,506,253,318.5,174,4,3,"Grid34",70,50,59.25,100,32.25,54.75,40.75,22.5,63.25,916.875,126.5,79.625,43.5
"215",41,41,139481,29,4,3,"23.5","53","56","76.25",48,12,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",94,224,212,305,"Grid34",2,3,3,4,TRUE,FALSE,NA,130,93,32.5,23.25,12090,446,223,159,258.5,2,4,"Grid42",70,50,23.5,56,53,76.25,32.5,23.25,55.75,755.625,111.5,39.75,64.625
"217",41,41,139483,22,5,3,"57.25","9","100","33",60,15,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",229,400,36,132,"Grid35",3,5,1,2,FALSE,TRUE,NA,171,96,42.75,24,16416,534,267,314.5,84,4,2,"Grid24",90,50,57.25,100,9,33,42.75,24,66.75,1026,133.5,78.625,21
"219",41,41,139485,19,4,2,"35","12","65.75","43",32,8,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","",140,263,48,172,"Grid24",2,4,1,3,TRUE,TRUE,NA,123,124,30.75,31,15252,494,247,201.5,110,3,2,"Grid23",70,30,35,65.75,12,43,30.75,31,61.75,953.25,123.5,50.375,27.5
"221",41,41,139487,15,3,2,"63.75","31","100","69.75",24,6,-1,-1,1293,1291,1295,357,357,"keine ausreichende Berücksichtigung/Koordination der vielen Beteiligten und/oder Schnittstellen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",14,"classic","OR4",1293,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","",255,400,124,279,"Grid23",4,5,2,4,TRUE,FALSE,NA,145,155,36.25,38.75,22475,600,300,327.5,201.5,5,3,"Grid35",50,30,63.75,100,31,69.75,36.25,38.75,75,1404.6875,150,81.875,50.375
"223",41,41,139489,14,4,4,"43","52.75","64.75","100",64,16,-1,-1,1295,1293,1297,358,358,"fehlende selbständige interne Koordination der Fachabteilung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",15,"classic","OR5",1295,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- kein Verständnis der übermittelten Information <br>- keine interne Kommunikation und Information in der Abteilung","Wissensdefizit <br>ineffiziente Arbeitssitzungen",172,259,211,400,"Grid44",3,4,3,5,TRUE,TRUE,NA,87,189,21.75,47.25,16443,552,276,215.5,305.5,3,4,"Grid43",70,70,43,64.75,52.75,100,21.75,47.25,69,1027.6875,138,53.875,76.375
"225",41,41,139491,36,4,3,"46.25","46.25","94","90.25",48,12,-1,-1,1297,1295,1299,359,359,"Wechsel wesentlicher Schlüsselpersonen für die Umsetzung/Verantwortlicher im Projektteam (z. B. Projektleitung, Nutzer, Planer, Auftraggeber, Verantwortungsträger in einzelnen Bereichen z. B. Technik), Know-How-Träger stehen nicht zur Verfügung / Veränderung in den Entscheidungsstrukturen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",16,"classic","OR6",1297,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- keine rechtzeitige Nachfolgeregelung z. B. bei Pensionierungen <br>- fachliche Überforderung <br>- Neubesetzungen","	- mangelhafter Wissenstransfer <br>- Ressourcenlücken <br>- Verzögerungen bzw. Projekt kann nicht entsprechend denfinierten Projektzielen umgesetzt werden z. B. durch  Veränderungen in den Entscheidungsstrukturen",185,376,185,361,"Grid34",3,5,3,5,TRUE,TRUE,NA,191,176,47.75,44,33616,734,367,280.5,273,4,4,"Grid44",70,50,46.25,94,46.25,90.25,47.75,44,91.75,2101,183.5,70.125,68.25
"227",41,41,139493,22,5,4,"49.5","21.25","68","63",80,20,-1,-1,1299,1297,1301,360,360,"es besteht kein effizientes Änderungsmanagement","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",17,"classic","PA1",1299,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- zu viele Entscheider","	- Verzögerung <br>- Mehrkosten",198,272,85,252,"Grid45",3,4,2,4,TRUE,FALSE,NA,74,167,18.5,41.75,12358,482,241,235,168.5,3,3,"Grid33",90,70,49.5,68,21.25,63,18.5,41.75,60.25,772.375,120.5,58.75,42.125
"229",41,41,139495,10,4,4,"66.25","40.5","84.75","64.75",64,16,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",265,339,162,259,"Grid44",4,5,3,4,TRUE,TRUE,NA,74,97,18.5,24.25,7178,342,171,302,210.5,4,3,"Grid34",70,70,66.25,84.75,40.5,64.75,18.5,24.25,42.75,448.625,85.5,75.5,52.625
"231",41,41,139497,36,4,3,"68","19.5","84","76.25",48,12,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",272,336,78,305,"Grid34",4,5,1,4,TRUE,TRUE,NA,64,227,16,56.75,14528,582,291,304,191.5,4,3,"Grid34",70,50,68,84,19.5,76.25,16,56.75,72.75,908,145.5,76,47.875
"233",41,41,139499,317,3,3,"28.75","38","58.5","82.75",36,9,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",115,234,152,331,"Grid33",2,3,2,5,TRUE,TRUE,NA,119,179,29.75,44.75,21301,596,298,174.5,241.5,3,4,"Grid43",50,50,28.75,58.5,38,82.75,29.75,44.75,74.5,1331.3125,149,43.625,60.375
"235",41,41,139501,130,4,5,"61.5","56.75","83.25","88.75",80,20,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",246,333,227,355,"Grid54",4,5,3,5,TRUE,TRUE,NA,87,128,21.75,32,11136,430,215,289.5,291,4,4,"Grid44",70,90,61.5,83.25,56.75,88.75,21.75,32,53.75,696,107.5,72.375,72.75
"237",41,41,139503,30,3,4,"28","44.25","47.75","91.5",48,12,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",112,191,177,366,"Grid43",2,3,3,5,TRUE,TRUE,NA,79,189,19.75,47.25,14931,536,268,151.5,271.5,2,4,"Grid42",50,70,28,47.75,44.25,91.5,19.75,47.25,67,933.1875,134,37.875,67.875
"239",41,41,139505,14,5,4,"46.75","49.5","81.5","79.5",80,20,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","",187,326,198,318,"Grid45",3,5,3,4,TRUE,TRUE,NA,139,120,34.75,30,16680,518,259,256.5,258,4,4,"Grid44",90,70,46.75,81.5,49.5,79.5,34.75,30,64.75,1042.5,129.5,64.125,64.5
"241",41,41,139507,10,5,5,"82","88.5","100","100",100,25,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","HNO, 1. Med.","",328,400,354,400,"Grid55",5,5,5,5,TRUE,TRUE,NA,72,46,18,11.5,3312,236,118,364,377,5,5,"Grid55",90,90,82,100,88.5,100,18,11.5,29.5,207,59,91,94.25
"243",41,41,139509,14,3,2,"16.25","9","34","83.25",24,6,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","","",65,136,36,333,"Grid23",1,2,1,5,TRUE,FALSE,NA,71,297,17.75,74.25,21087,736,368,100.5,184.5,2,3,"Grid32",50,30,16.25,34,9,83.25,17.75,74.25,92,1317.9375,184,25.125,46.125
"245",41,41,139511,17,5,2,"17.75","10.75","30.5","42",40,10,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","	- kein Abriss","	- Mehrkosten",71,122,43,168,"Grid25",1,2,1,3,TRUE,FALSE,NA,51,125,12.75,31.25,6375,352,176,96.5,105.5,2,2,"Grid22",90,30,17.75,30.5,10.75,42,12.75,31.25,44,398.4375,88,24.125,26.375
"247",41,41,139513,51,5,3,"59.5","19.5","80","58.25",60,15,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,681,"classic","30.08.2022",1,"17.08.2022","18.08.2022","05.09.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",238,320,78,233,"Grid35",3,5,1,3,TRUE,TRUE,NA,82,155,20.5,38.75,12710,474,237,279,155.5,4,2,"Grid24",90,50,59.5,80,19.5,58.25,20.5,38.75,59.25,794.375,118.5,69.75,38.875
