"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent"
"75",346,346,139363,NA,NA,NA,"","","","",NA,NA,-1,-1,1393,1391,1395,293,293,"Integration der Pädaudiometrie in die HNO bzw. Kopfzentrum","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",38,"classic","PU5",1393,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","	- Verbesserung der intramuralen Versorgung für Kinder;  <br>- zeitökonomisches Arbeiten möglich (dzt. Lange Wartezeiten für den Pat./weite Wege im Klinikum, direkte Kommunikation zw. Arzt und Logopädie derzeit nur eingeschränkt gegeben)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",346,346,139365,NA,NA,NA,"","","","",NA,NA,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",346,346,139367,14,3,4,"46.25","51.25","58.25","54.75",48,12,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",185,233,205,219,NA,3,3,3,3,FALSE,TRUE,NA,48,12,14,3.5,672,1075200,124,1984,62,496
"81",346,346,139369,13,3,3,"46.25","50.25","55.75","54",36,9,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",185,223,201,216,NA,3,3,3,3,TRUE,TRUE,NA,38,9.5,15,3.75,570,912000,106,1696,53,424
"83",346,346,139371,NA,NA,NA,"","","","",NA,NA,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",346,346,139373,11,3,4,"59.25","23.5","64","26.25",48,12,-1,-1,1329,1327,1333,321,321,"Terminkollisionen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",43,"classic","PU10",1329,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- mehrere gleichzeitig laufende Projekte (AUVA CHO) <br>- gleiches Baufeld mit etwaigen Projekt AUVA CHO","	- Projektverzögerung <br>- gleichzeitiger Zugriff auf Firmen <br>- Einschränkung der Zufahrtbereiche",237,256,94,105,NA,3,4,4,4,TRUE,FALSE,NA,19,4.75,11,2.75,209,334400,60,960,30,240
"87",346,346,139375,21,2,3,"49.75","49.5","55.5","55",24,6,-1,-1,1333,1329,1335,299,299,"keine Identifikation der Schlüsselpositionen mit dem Projekt und den damit in Verbindung stehenden Zielen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",44,"classic","PV1",1333,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>- RSG Vorgaben nicht bekannt","Projektverzögerung",199,222,198,220,NA,3,3,3,3,TRUE,FALSE,NA,23,5.75,22,5.5,506,809600,90,1440,45,360
"89",346,346,139377,13,3,5,"70","84.5","77.5","88.25",60,15,-1,-1,1335,1333,1337,300,300,"Planungsfehler (z. B. Vorhabensbudget, Investitionsprogramm, Betriebsbudget, Folgekosten usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",45,"classic","PV2",1335,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- BO und Raum- und Funktionsplan nicht detailliert <br>- keine eindeutige Projektabgrenzung zu anderen Projekten bzw. Instandhaltung","	- Mehrkosten <br>- Verzögerung <br>",280,310,338,353,NA,4,4,1,1,FALSE,FALSE,NA,30,7.5,15,3.75,450,720000,90,1440,45,360
"91",346,346,139379,NA,NA,NA,"","","","",NA,NA,-1,-1,1337,1335,1339,301,301,"keine Kompatibilität der Projektziele mit den Abteilungszielen/Nutzer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",46,"classic","PV3",1337,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- Auffassungsunterschiede/Interessen zw. Projektbeteiligten KM und Klinikum aufgrund unterschiedlicher Prioritäten <br>- keine Akzeptanz der Projektvorgaben durch die Nutzer","Behinderung der Projektabwicklung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",346,346,139381,NA,NA,NA,"","","","",NA,NA,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","	- Gefährdung den Projekterfolgs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",346,346,139383,9,4,4,"85.75","7","89.75","11.75",64,16,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",343,359,28,47,NA,5,5,5,5,FALSE,FALSE,NA,16,4,19,4.75,304,486400,70,1120,35,280
"97",346,346,139385,14,3,3,"78.25","45.25","84.75","50.5",36,9,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,561,"classic","27.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",313,339,181,202,NA,4,5,3,3,FALSE,TRUE,NA,26,6.5,21,5.25,546,873600,94,1504,47,376
"99",346,346,139387,NA,NA,NA,"","","","",NA,NA,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",346,346,139389,NA,NA,NA,"","","","",NA,NA,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",346,346,139391,NA,NA,NA,"","","","",NA,NA,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",346,346,139393,NA,NA,NA,"","","","",NA,NA,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",346,346,139395,NA,NA,NA,"","","","",NA,NA,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",346,346,139397,NA,NA,NA,"","","","",NA,NA,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",346,346,139399,NA,NA,NA,"","","","",NA,NA,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",346,346,139401,NA,NA,NA,"","","","",NA,NA,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",346,346,139403,NA,NA,NA,"","","","",NA,NA,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",346,346,139405,NA,NA,NA,"","","","",NA,NA,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",346,346,139407,NA,NA,NA,"","","","",NA,NA,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",346,346,139409,NA,NA,NA,"","","","",NA,NA,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","Baumaßnahmen","Gefährdung des Grundwassers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",346,346,139411,NA,NA,NA,"","","","",NA,NA,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",346,346,139413,NA,NA,NA,"","","","",NA,NA,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",346,346,139415,NA,NA,NA,"","","","",NA,NA,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",346,346,139417,NA,NA,NA,"","","","",NA,NA,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",346,346,139419,NA,NA,NA,"","","","",NA,NA,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",346,346,139421,NA,NA,NA,"","","","",NA,NA,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",346,346,139423,NA,NA,NA,"","","","",NA,NA,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",346,346,139425,NA,NA,NA,"","","","",NA,NA,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","keine Abwasserentsorgung vom CMZ möglich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",346,346,139427,NA,NA,NA,"","","","",NA,NA,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",346,346,139429,NA,NA,NA,"","","","",NA,NA,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",346,346,139431,NA,NA,NA,"","","","",NA,NA,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",346,346,139433,NA,NA,NA,"","","","",NA,NA,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",346,346,139435,NA,NA,NA,"","","","",NA,NA,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",346,346,139437,NA,NA,NA,"","","","",NA,NA,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",346,346,139439,NA,NA,NA,"","","","",NA,NA,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",346,346,139441,NA,NA,NA,"","","","",NA,NA,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,561,"classic","02.09.2022",2,"02.09.2022","17.08.2022","16.09.2022",1,-1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
